CodClientes;Faturado;SetorAtendim;Emissao;Saida;Transacao;CodProdut;Valor_prod;Qtd;Ganho
2313;S;2;20191128;20191128;53599;119;24.5;12;294
2313;S;3;20200322;20200322;59409;72;53.3;9;479.7
2313;S;3;20210210;20210214;76172;114;38;6;228
2313;S;3;20210717;20210717;84302;126;69.4;34;2359.6
2313;S;2;20210719;20210720;84411;128;51.3;51;2616.3
2313;S;5;20210801;20210805;84988;88;29;70;2030
2313;S;6;20210810;20210810;85450;122;29;45;1305
2285;S;5;20190208;20190212;38398;72;53.3;45;2398.5
2285;S;7;20190329;20190329;41023;62;19.2;30;576
2285;S;3;20190507;20190510;43018;115;34.6;36;1245.6
2285;S;1;20190630;20190630;45780;113;57.3;48;2750.4
2285;S;2;20190716;20190716;46643;109;32.9;77;2533.3
2285;S;7;20190719;20190722;46780;84;62.8;9;565.2
2285;S;7;20190726;20190726;47218;128;51.3;48;2462.4
2285;S;3;20190907;20190909;49309;86;25.8;55;1419
2285;S;1;20190923;20190925;50179;131;30;26;780
2285;S;2;20191018;20191020;51444;67;15.7;55;863.5
2285;S;7;20191022;20191025;51656;111;63.9;19;1214.1
2285;S;3;20191103;20191104;52208;82;47.4;18;853.2
2285;S;2;20200212;20200215;57409;104;37.8;50;1890
2285;S;5;20210305;20210309;77402;119;24.5;67;1641.5
2285;S;7;20210322;20210325;78321;91;67.9;36;2444.4
2285;S;2;20210429;20210429;80234;83;53.4;35;1869
2285;S;3;20210430;20210430;80272;126;69.4;39;2706.6
2285;S;7;20210523;20210527;81435;132;23.9;75;1792.5
2285;S;5;20210529;20210529;81772;85;41.1;58;2383.8
2285;S;5;20210617;20210621;82690;101;60.3;27;1628.1
2285;S;5;20210618;20210619;82762;122;29;14;406
2285;S;5;20210707;20210708;83776;84;62.8;13;816.4
2285;S;3;20210829;20210829;86424;101;60.3;44;2653.2
2285;S;6;20210917;20210918;87364;74;72.8;19;1383.2
2786;S;2;20190118;20190119;37370;90;44.5;24;1068
2786;S;1;20190730;20190730;47431;79;73.4;9;660.6
2786;S;1;20190817;20190817;48271;73;47.5;42;1995
2786;S;5;20191011;20191014;51157;113;57.3;21;1203.3
2786;S;3;20191202;20191202;53770;117;73;20;1460
2786;S;1;20200116;20200118;56074;87;60.3;31;1869.3
2786;S;2;20200126;20200126;56578;67;15.7;16;251.2
2786;S;3;20200206;20200206;57146;66;20;70;1400
2786;S;2;20210324;20210324;78411;122;29;26;754
2786;S;3;20210730;20210730;84961;95;42.9;79;3389.1
4358;S;1;20190112;20190112;37051;113;57.3;14;802.2
4358;S;2;20190518;20190522;43584;113;57.3;18;1031.4
4358;S;3;20190530;20190530;44212;107;45.3;29;1313.7
4358;S;6;20190604;20190608;44399;100;63.3;50;3165
4358;S;7;20190809;20190813;47891;133;50.2;24;1204.8
4358;S;1;20191013;20191014;51232;103;35.9;26;933.4
4358;S;5;20191118;20191120;52991;73;47.5;42;1995
4358;S;3;20200117;20200120;56102;90;44.5;42;1869
4358;S;6;20200216;20200220;57613;106;72.1;3;216.3
4358;S;3;20210411;20210413;79334;71;46.2;62;2864.4
4358;S;2;20210624;20210628;83082;134;59;12;708
4358;S;1;20210719;20210719;84402;109;32.9;22;723.8
4358;S;5;20210924;20210927;87736;80;57.5;10;575
2273;S;1;20190304;20190308;39697;124;33.4;25;835
2273;N;3;20190403;20190406;41284;72;53.3;43;2291.9
2273;S;7;20190411;20190415;41680;129;56.7;47;2664.9
2273;S;6;20190502;20190504;42795;95;42.9;10;429
2273;S;3;20190518;20190518;43592;65;47.6;69;3284.4
2273;S;1;20190903;20190906;49141;128;51.3;30;1539
2273;N;1;20190905;20190909;49227;103;35.9;26;933.4
2273;S;1;20190918;20190918;49930;67;15.7;80;1256
2273;S;2;20191112;20191114;52678;123;43.9;75;3292.5
2273;S;2;20200227;20200227;58219;112;42.5;66;2805
2273;S;5;20210611;20210614;82390;104;37.8;45;1701
2273;S;1;20210722;20210724;84559;122;29;38;1102
2273;S;5;20210910;20210912;86977;65;47.6;23;1094.8
2273;S;2;20211005;20211008;88273;89;73.5;13;955.5
2569;S;2;20190109;20190110;36869;64;20.6;41;844.6
2569;S;6;20190512;20190516;43296;72;53.3;24;1279.2
2569;S;3;20190816;20190819;48221;107;45.3;42;1902.6
2569;S;5;20190907;20190910;49314;95;42.9;43;1844.7
2569;S;1;20190925;20190929;50276;72;53.3;24;1279.2
2569;S;3;20191119;20191123;53057;67;15.7;18;282.6
2569;S;1;20191205;20191207;53930;90;44.5;34;1513
2569;S;3;20191219;20191222;54634;94;32;23;736
2569;S;7;20200111;20200112;55811;123;43.9;16;702.4
2569;S;2;20210227;20210227;77086;69;38.9;26;1011.4
2569;S;3;20210404;20210404;78933;85;41.1;28;1150.8
2569;S;3;20210415;20210417;79500;62;19.2;28;537.6
2569;S;6;20210520;20210522;81296;110;20.6;39;803.4
2569;S;7;20210602;20210603;81906;128;51.3;16;820.8
2569;N;5;20211012;20211016;88644;63;17;32;544
2569;S;5;20211022;20211026;89162;88;29;21;609
3599;S;1;20190117;20190117;37316;96;65.9;18;1186.2
3599;S;3;20190228;20190228;39453;119;24.5;18;441
3599;S;4;20190402;20190405;41206;91;67.9;46;3123.4
3599;S;3;20190407;20190409;41464;96;65.9;47;3097.3
3599;S;7;20191008;20191010;50973;101;60.3;25;1507.5
3599;S;3;20191012;20191016;51179;125;69.1;38;2625.8
3599;S;6;20191106;20191106;52385;95;42.9;75;3217.5
3599;S;1;20191203;20191204;53814;95;42.9;30;1287
3599;S;1;20200123;20200127;56430;119;24.5;59;1445.5
3599;S;5;20200207;20200211;57178;87;60.3;45;2713.5
3599;S;6;20200328;20200328;59802;74;72.8;4;291.2
3599;S;6;20210220;20210223;76724;105;37.6;52;1955.2
3599;S;1;20210308;20210310;77601;65;47.6;51;2427.6
3599;S;7;20210329;20210329;78693;81;56.6;67;3792.2
3599;S;1;20210329;20210329;78696;63;17;32;544
3599;S;1;20210407;20210408;79120;88;29;30;870
3599;S;6;20210420;20210421;79795;112;42.5;30;1275
3599;S;2;20210618;20210619;82726;122;29;70;2030
3599;S;3;20210916;20210920;87322;65;47.6;60;2856
2526;S;2;20190130;20190130;37973;85;41.1;9;369.9
2526;S;1;20190318;20190322;40470;128;51.3;7;359.1
2526;S;2;20190322;20190325;40670;101;60.3;13;783.9
2526;S;3;20190528;20190528;44100;86;25.8;58;1496.4
2526;S;3;20190529;20190529;44132;74;72.8;8;582.4
2526;S;2;20190628;20190628;45664;129;56.7;44;2494.8
2526;S;5;20200130;20200130;56783;130;50.6;13;657.8
2526;S;5;20200203;20200204;56966;85;41.1;64;2630.4
2526;N;3;20200224;20200228;58030;103;35.9;39;1400.1
2526;S;1;20200330;20200330;59858;88;29;36;1044
2526;S;6;20210610;20210614;82348;112;42.5;32;1360
2526;S;6;20210710;20210714;83942;60;32.7;22;719.4
2526;S;6;20210824;20210826;86152;96;65.9;36;2372.4
2526;S;5;20211020;20211022;89057;89;73.5;10;735
4614;S;5;20190214;20190216;38705;92;50.7;47;2382.9
4614;S;4;20190311;20190313;40086;120;61.1;36;2199.6
4614;S;2;20190426;20190426;42495;113;57.3;18;1031.4
4614;N;7;20190617;20190620;45089;75;40.7;10;407
4614;S;5;20190714;20190716;46521;130;50.6;26;1315.6
4614;S;4;20190729;20190729;47398;77;68.4;31;2120.4
4614;S;3;20190911;20190912;49531;105;37.6;16;601.6
4614;S;5;20191001;20191005;50563;104;37.8;49;1852.2
4614;S;2;20191025;20191026;51826;62;19.2;24;460.8
4614;S;5;20191206;20191207;53990;107;45.3;12;543.6
4614;S;3;20200205;20200207;57093;92;50.7;8;405.6
4614;S;1;20210325;20210325;78484;111;63.9;38;2428.2
4614;S;1;20210704;20210704;83628;119;24.5;52;1274
3397;S;6;20190109;20190113;36893;121;45.6;10;456
3397;S;1;20190124;20190126;37658;80;57.5;38;2185
3397;S;1;20190207;20190208;38317;87;60.3;17;1025.1
3397;S;2;20190418;20190422;42044;101;60.3;30;1809
3397;S;6;20190526;20190526;43991;74;72.8;16;1164.8
3397;S;3;20191020;20191024;51557;112;42.5;47;1997.5
3397;S;1;20191119;20191120;53056;111;63.9;50;3195
3397;S;6;20200119;20200119;56241;64;20.6;19;391.4
3397;S;2;20200202;20200203;56916;66;20;38;760
3397;S;6;20200219;20200219;57773;85;41.1;34;1397.4
3397;S;2;20210429;20210429;80227;73;47.5;24;1140
3397;S;2;20210623;20210626;83035;106;72.1;16;1153.6
3397;S;1;20210717;20210718;84268;124;33.4;32;1068.8
3397;S;2;20210818;20210818;85872;116;35.9;52;1866.8
3825;S;1;20190127;20190127;37845;131;30;46;1380
3825;S;3;20190418;20190421;42033;100;63.3;19;1202.7
3825;S;1;20190425;20190429;42402;73;47.5;10;475
3825;S;6;20190529;20190529;44130;132;23.9;78;1864.2
3825;S;6;20190618;20190621;45136;96;65.9;37;2438.3
3825;S;7;20190911;20190914;49567;85;41.1;10;411
3825;S;2;20191001;20191001;50556;108;50.5;21;1060.5
3825;S;2;20191222;20191224;54869;79;73.4;1;73.4
3825;S;6;20200111;20200112;55818;76;59.7;18;1074.6
3825;S;1;20200312;20200312;58921;63;17;22;374
3825;S;7;20200315;20200319;59069;117;73;2;146
3825;S;5;20210319;20210321;78135;103;35.9;67;2405.3
3825;S;3;20210515;20210516;81020;128;51.3;63;3231.9
3825;S;6;20210621;20210624;82918;122;29;55;1595
3825;S;6;20210718;20210720;84370;132;23.9;63;1505.7
3825;S;6;20210721;20210725;84500;102;61.6;44;2710.4
3825;S;6;20210807;20210810;85318;127;54.1;74;4003.4
3825;N;1;20210929;20210929;87981;134;59;40;2360
2563;S;3;20190215;20190218;38765;114;38;74;2812
2563;S;3;20190522;20190525;43765;70;58.1;38;2207.8
2563;S;7;20190815;20190815;48193;118;57.1;50;2855
2563;S;5;20190823;20190826;48594;107;45.3;49;2219.7
2563;S;2;20191119;20191119;53094;86;25.8;76;1960.8
2563;S;3;20191211;20191212;54236;84;62.8;10;628
2563;S;5;20200115;20200117;56030;63;17;18;306
2563;S;1;20200118;20200119;56158;71;46.2;25;1155
2563;S;6;20200119;20200119;56235;132;23.9;53;1266.7
2563;S;1;20200204;20200208;57012;61;34;24;816
2563;S;1;20200229;20200229;58292;93;69.8;32;2233.6
2563;S;7;20200303;20200303;58441;128;51.3;27;1385.1
2563;S;7;20210211;20210213;76267;117;73;2;146
2563;S;7;20210311;20210314;77760;71;46.2;32;1478.4
2563;S;5;20210612;20210616;82426;63;17;67;1139
2563;S;4;20210622;20210622;82994;88;29;16;464
2563;S;2;20210705;20210708;83645;87;60.3;34;2050.2
2563;S;6;20210818;20210818;85858;89;73.5;11;808.5
2563;S;3;20210927;20210927;87908;83;53.4;78;4165.2
2563;S;1;20210928;20210928;87961;129;56.7;8;453.6
1491;S;5;20190213;20190213;38662;60;32.7;27;882.9
1491;S;6;20190402;20190403;41185;132;23.9;71;1696.9
1491;S;3;20190420;20190421;42133;60;32.7;73;2387.1
1491;S;6;20190527;20190527;44087;114;38;26;988
1491;S;6;20190611;20190613;44785;117;73;7;511
1491;S;5;20190705;20190707;46055;63;17;52;884
1491;S;5;20191007;20191009;50929;112;42.5;17;722.5
1491;S;4;20191214;20191217;54413;105;37.6;17;639.2
1491;S;6;20200110;20200111;55761;82;47.4;50;2370
1491;S;2;20200221;20200225;57859;132;23.9;68;1625.2
1491;S;6;20200301;20200305;58350;63;17;7;119
1491;S;4;20200304;20200307;58532;92;50.7;10;507
1491;S;6;20200311;20200315;58878;120;61.1;15;916.5
1491;S;3;20210317;20210321;78068;65;47.6;44;2094.4
1491;S;3;20210401;20210402;78802;100;63.3;18;1139.4
1491;S;6;20210507;20210507;80623;71;46.2;72;3326.4
1491;S;6;20210527;20210527;81687;83;53.4;79;4218.6
1491;S;6;20210612;20210613;82450;125;69.1;30;2073
1491;S;3;20210617;20210619;82706;63;17;66;1122
1491;S;1;20210630;20210630;83378;75;40.7;14;569.8
1491;S;3;20210713;20210714;84074;128;51.3;10;513
1491;S;1;20210926;20210926;87806;91;67.9;18;1222.2
2087;S;3;20190405;20190407;41347;130;50.6;28;1416.8
2087;S;7;20190907;20190909;49317;96;65.9;25;1647.5
2087;S;3;20191113;20191113;52736;102;61.6;49;3018.4
2087;S;5;20191121;20191124;53197;95;42.9;18;772.2
2087;S;5;20200216;20200219;57661;129;56.7;48;2721.6
2087;S;1;20210203;20210206;75811;105;37.6;65;2444
2087;S;7;20210219;20210220;76710;70;58.1;31;1801.1
2087;N;2;20210413;20210415;79415;82;47.4;65;3081
2087;S;3;20210414;20210417;79459;129;56.7;28;1587.6
2087;S;2;20210519;20210521;81221;90;44.5;13;578.5
2087;S;7;20210705;20210709;83667;109;32.9;60;1974
2087;S;3;20211017;20211020;88913;103;35.9;36;1292.4
2087;S;3;20211018;20211021;88949;61;34;41;1394
2092;S;3;20190405;20190406;41366;96;65.9;46;3031.4
2092;S;3;20190522;20190522;43810;82;47.4;39;1848.6
2092;S;7;20190902;20190903;49067;129;56.7;36;2041.2
2092;S;6;20191202;20191203;53801;94;32;77;2464
2092;S;3;20210215;20210215;76464;71;46.2;48;2217.6
2092;S;7;20210306;20210310;77483;99;28.6;12;343.2
2092;S;3;20210625;20210628;83138;105;37.6;29;1090.4
2092;S;1;20211003;20211003;88194;70;58.1;31;1801.1
4369;S;5;20190220;20190221;39061;79;73.4;2;146.8
4369;S;6;20190815;20190817;48195;94;32;31;992
4369;S;5;20190827;20190827;48809;75;40.7;14;569.8
4369;S;4;20191208;20191208;54112;117;73;1;73
4369;S;1;20200208;20200209;57252;108;50.5;39;1969.5
4369;S;3;20210424;20210428;79985;88;29;22;638
4369;S;3;20210613;20210615;82468;108;50.5;21;1060.5
4369;S;5;20211022;20211023;89164;111;63.9;14;894.6
3159;S;3;20190630;20190630;45797;65;47.6;14;666.4
3159;S;3;20190809;20190813;47867;91;67.9;32;2172.8
3159;N;2;20200128;20200128;56718;64;20.6;55;1133
3159;S;1;20200207;20200208;57159;108;50.5;20;1010
3159;S;6;20210227;20210227;77110;78;52.3;17;889.1
3159;S;7;20210423;20210426;79918;129;56.7;30;1701
3159;S;5;20210809;20210813;85388;76;59.7;7;417.9
3159;S;5;20210814;20210815;85679;115;34.6;21;726.6
4381;S;6;20190109;20190109;36874;114;38;60;2280
4381;S;1;20190217;20190219;38875;103;35.9;48;1723.2
4381;S;3;20190305;20190307;39716;75;40.7;31;1261.7
4381;S;6;20190419;20190422;42088;91;67.9;42;2851.8
4381;S;1;20190613;20190614;44894;118;57.1;74;4225.4
4381;S;2;20191025;20191028;51824;79;73.4;9;660.6
4381;S;6;20191030;20191030;52053;90;44.5;8;356
4381;S;5;20210327;20210327;78567;97;43.2;31;1339.2
4381;S;1;20210428;20210428;80187;76;59.7;44;2626.8
4381;S;3;20210513;20210515;80963;127;54.1;23;1244.3
4381;S;3;20210521;20210521;81335;73;47.5;30;1425
4381;S;2;20210826;20210826;86272;119;24.5;8;196
4381;S;4;20211008;20211011;88427;123;43.9;37;1624.3
4627;S;7;20190112;20190112;37032;120;61.1;31;1894.1
4627;S;6;20191120;20191123;53101;87;60.3;41;2472.3
4627;S;6;20191210;20191211;54197;95;42.9;22;943.8
4627;S;5;20210317;20210319;78043;91;67.9;37;2512.3
4627;S;5;20210416;20210420;79578;108;50.5;43;2171.5
4627;S;3;20210906;20210907;86763;73;47.5;23;1092.5
210;S;3;20190129;20190129;37940;114;38;10;380
210;S;3;20190302;20190302;39553;111;63.9;10;639
210;S;1;20190404;20190404;41295;121;45.6;19;866.4
210;S;6;20190422;20190426;42230;100;63.3;20;1266
210;S;1;20190520;20190522;43665;71;46.2;73;3372.6
210;S;2;20190529;20190529;44149;116;35.9;60;2154
210;S;3;20190624;20190628;45462;123;43.9;7;307.3
210;S;3;20190928;20190928;50408;132;23.9;65;1553.5
210;S;1;20191124;20191124;53331;81;56.6;77;4358.2
210;S;3;20200330;20200330;59894;117;73;16;1168
210;S;5;20210429;20210429;80228;104;37.8;64;2419.2
210;S;1;20210505;20210508;80541;98;48.4;32;1548.8
210;S;1;20210819;20210820;85910;82;47.4;38;1801.2
3434;S;4;20190212;20190214;38601;120;61.1;35;2138.5
3434;S;2;20190622;20190626;45337;61;34;78;2652
3434;S;6;20190702;20190704;45903;125;69.1;25;1727.5
3434;S;5;20190729;20190729;47358;103;35.9;15;538.5
3434;S;5;20191022;20191024;51660;117;73;3;219
3434;S;7;20191212;20191215;54314;106;72.1;12;865.2
3434;S;2;20200228;20200228;58268;70;58.1;34;1975.4
3434;S;3;20200305;20200305;58569;128;51.3;20;1026
3434;S;6;20210503;20210507;80431;65;47.6;48;2284.8
3434;S;3;20210608;20210609;82242;66;20;41;820
3434;S;2;20210630;20210630;83428;129;56.7;7;396.9
3434;S;7;20210702;20210702;83532;75;40.7;18;732.6
3434;S;1;20210816;20210817;85746;124;33.4;66;2204.4
3434;S;5;20210828;20210828;86348;107;45.3;24;1087.2
821;S;2;20190519;20190522;43640;131;30;8;240
821;S;7;20190608;20190610;44598;84;62.8;29;1821.2
821;S;6;20191110;20191111;52578;71;46.2;71;3280.2
821;S;1;20200127;20200127;56662;62;19.2;22;422.4
821;S;3;20210426;20210426;80100;128;51.3;26;1333.8
821;S;6;20210520;20210521;81295;102;61.6;25;1540
821;S;5;20210808;20210809;85362;77;68.4;11;752.4
821;S;2;20210904;20210904;86665;117;73;6;438
3127;S;4;20190303;20190303;39637;75;40.7;21;854.7
3127;S;1;20190703;20190706;45915;91;67.9;10;679
3127;N;2;20190723;20190726;47017;127;54.1;68;3678.8
3127;S;6;20190907;20190911;49340;133;50.2;37;1857.4
3127;S;6;20190915;20190917;49758;69;38.9;20;778
3127;S;1;20191111;20191111;52642;114;38;19;722
3127;S;5;20200212;20200216;57453;79;73.4;8;587.2
3127;S;5;20200215;20200217;57563;109;32.9;47;1546.3
3127;S;2;20210208;20210209;76094;99;28.6;7;200.2
3127;S;6;20210215;20210218;76462;126;69.4;30;2082
3127;S;3;20210315;20210315;77953;67;15.7;51;800.7
3127;S;4;20210427;20210427;80127;129;56.7;39;2211.3
3127;S;2;20210612;20210616;82408;66;20;33;660
3127;S;3;20210730;20210730;84958;115;34.6;45;1557
1695;S;2;20190527;20190527;44060;107;45.3;36;1630.8
1695;S;1;20190602;20190606;44320;86;25.8;51;1315.8
1695;S;1;20190614;20190618;44924;134;59;24;1416
1695;N;2;20190725;20190729;47142;101;60.3;20;1206
1695;S;2;20190805;20190806;47705;105;37.6;71;2669.6
1695;S;5;20190816;20190819;48259;107;45.3;31;1404.3
1695;S;2;20191125;20191126;53383;74;72.8;1;72.8
1695;S;7;20191204;20191208;53906;126;69.4;30;2082
1695;S;1;20200302;20200304;58436;74;72.8;2;145.6
1695;N;3;20200320;20200321;59311;118;57.1;78;4453.8
1695;S;1;20210401;20210401;78781;119;24.5;55;1347.5
1695;S;2;20210617;20210618;82696;119;24.5;16;392
1695;S;4;20210629;20210629;83345;71;46.2;36;1663.2
1695;S;5;20210701;20210701;83438;82;47.4;55;2607
1695;S;2;20210708;20210711;83838;77;68.4;26;1778.4
1695;S;4;20210721;20210721;84516;69;38.9;35;1361.5
3654;S;1;20190129;20190129;37923;90;44.5;50;2225
3654;S;6;20190225;20190228;39319;111;63.9;7;447.3
3654;S;2;20190321;20190322;40641;112;42.5;27;1147.5
3654;S;4;20190410;20190410;41618;102;61.6;39;2402.4
3654;S;5;20190516;20190518;43495;69;38.9;41;1594.9
3654;S;4;20190603;20190607;44381;87;60.3;31;1869.3
3654;S;2;20190820;20190824;48456;102;61.6;30;1848
3654;S;5;20191014;20191018;51278;131;30;52;1560
3654;S;1;20191102;20191104;52152;107;45.3;32;1449.6
3654;S;6;20191112;20191116;52688;120;61.1;34;2077.4
3654;S;6;20200110;20200111;55753;102;61.6;36;2217.6
3654;S;5;20200113;20200116;55914;97;43.2;28;1209.6
3654;S;6;20200306;20200309;58617;84;62.8;24;1507.2
3654;S;2;20200320;20200321;59341;96;65.9;30;1977
3654;S;2;20210418;20210422;79670;86;25.8;37;954.6
3654;S;1;20211015;20211016;88771;121;45.6;26;1185.6
2287;S;1;20190123;20190124;37633;108;50.5;45;2272.5
2287;S;2;20190214;20190218;38710;107;45.3;14;634.2
2287;S;2;20190829;20190829;48909;69;38.9;57;2217.3
2287;S;6;20191010;20191014;51093;66;20;40;800
2287;S;2;20191124;20191126;53351;123;43.9;61;2677.9
2287;S;1;20200117;20200121;56121;74;72.8;14;1019.2
2287;S;2;20200312;20200314;58940;101;60.3;11;663.3
2287;S;5;20210319;20210322;78174;126;69.4;46;3192.4
2287;S;2;20210503;20210504;80397;109;32.9;58;1908.2
2287;S;2;20210506;20210510;80585;102;61.6;45;2772
2287;S;6;20211005;20211006;88304;78;52.3;21;1098.3
3812;S;1;20190121;20190123;37534;118;57.1;25;1427.5
3812;S;2;20190327;20190327;40953;99;28.6;15;429
3812;S;3;20190415;20190415;41904;93;69.8;45;3141
3812;S;3;20190516;20190517;43475;114;38;48;1824
3812;S;3;20190821;20190824;48495;93;69.8;42;2931.6
3812;S;2;20191004;20191004;50751;90;44.5;24;1068
3812;S;2;20191015;20191016;51311;104;37.8;32;1209.6
3812;S;7;20200211;20200214;57372;114;38;34;1292
3812;S;6;20200323;20200326;59472;84;62.8;43;2700.4
3812;S;3;20210505;20210509;80526;124;33.4;64;2137.6
3812;S;3;20210506;20210506;80591;123;43.9;28;1229.2
3812;S;7;20210608;20210609;82205;106;72.1;15;1081.5
3812;S;2;20210619;20210620;82816;98;48.4;43;2081.2
3812;S;6;20211003;20211005;88161;111;63.9;21;1341.9
2522;S;5;20190112;20190115;37036;66;20;60;1200
2522;S;3;20190326;20190326;40897;86;25.8;60;1548
2522;S;6;20190710;20190714;46340;73;47.5;27;1282.5
2522;S;2;20190928;20190928;50442;65;47.6;45;2142
2522;S;5;20191005;20191007;50770;71;46.2;23;1062.6
2522;S;4;20191105;20191105;52307;124;33.4;55;1837
2522;S;6;20200228;20200228;58260;120;61.1;28;1710.8
2522;S;2;20200320;20200321;59295;82;47.4;27;1279.8
2522;S;2;20210202;20210203;75760;120;61.1;29;1771.9
2522;S;1;20210209;20210212;76122;122;29;41;1189
2522;S;2;20210527;20210527;81675;88;29;33;957
2522;S;5;20210629;20210629;83342;117;73;15;1095
2522;N;2;20210703;20210707;83576;62;19.2;48;921.6
343;S;3;20190329;20190329;41019;113;57.3;18;1031.4
343;S;1;20190511;20190514;43220;131;30;24;720
343;S;3;20190605;20190606;44477;101;60.3;29;1748.7
343;S;1;20190625;20190625;45503;69;38.9;74;2878.6
343;S;4;20190805;20190809;47696;83;53.4;10;534
343;S;3;20191210;20191210;54185;85;41.1;48;1972.8
343;S;1;20200206;20200206;57120;103;35.9;32;1148.8
343;S;2;20200213;20200217;57494;133;50.2;29;1455.8
343;S;3;20200317;20200321;59145;106;72.1;16;1153.6
343;S;3;20210202;20210206;75731;90;44.5;26;1157
343;S;1;20210730;20210730;84980;87;60.3;39;2351.7
343;S;2;20210824;20210824;86181;89;73.5;17;1249.5
343;S;2;20210828;20210828;86338;123;43.9;77;3380.3
3407;S;1;20190116;20190118;37279;83;53.4;22;1174.8
3407;S;5;20190203;20190205;38132;92;50.7;37;1875.9
3407;S;6;20190402;20190402;41195;99;28.6;14;400.4
3407;S;1;20190403;20190405;41238;97;43.2;33;1425.6
3407;S;7;20190408;20190410;41517;101;60.3;22;1326.6
3407;S;6;20190721;20190721;46923;111;63.9;10;639
3407;S;1;20191006;20191009;50876;103;35.9;49;1759.1
3407;S;2;20191216;20191220;54497;94;32;28;896
3407;S;5;20210212;20210216;76305;129;56.7;30;1701
3407;S;3;20210320;20210323;78229;83;53.4;18;961.2
3407;S;1;20210705;20210705;83691;119;24.5;51;1249.5
3407;S;6;20210903;20210906;86649;108;50.5;37;1868.5
3407;N;2;20211010;20211012;88559;126;69.4;25;1735
3162;S;3;20190301;20190302;39526;83;53.4;64;3417.6
3162;S;5;20190318;20190322;40449;86;25.8;28;722.4
3162;S;7;20190713;20190717;46480;109;32.9;72;2368.8
3162;S;1;20190916;20190918;49804;113;57.3;18;1031.4
3162;S;1;20191112;20191112;52669;87;60.3;35;2110.5
3162;S;5;20191216;20191216;54505;120;61.1;7;427.7
3162;S;2;20200121;20200124;56357;68;12.5;50;625
