index;index;cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;Situacao_Cadastral;data_inicio_atividade;uf;municipio;opcao_pelo_simples;opcao_mei;CodClientes;faturam_cancel;faturam_concluid;ST1;ST2;ST3;ST4;ST5;ST6;ST7;Qtd;valor_comprado;Interv_Transacao;duracao_transacao;Interv_Transacao_std;ultima_compra_ano;ultima_compra_mes;ultima_compra_dia;evasao;tempo_existencia
139;32730;18547816;6;0;0;2;2017-03-30;DF;9701;0;0;2761;2;20;3;3;4;0;4;7;1;29.863636363636363;1330.0954545454547;43;1.4090909090909092;41.49573100464646;2021;9;21;0;4
140;33438;27876681;1;2;1;8;2017-06-01;DF;9701;0;0;1511;0;17;3;7;1;0;5;0;1;31.941176470588236;909.8000000000001;59;1.7058823529411764;48.50865741030151;2021;8;17;1;4
141;33686;28039610;1;18;1;2;2017-06-27;DF;9701;1;0;2493;2;26;4;4;5;2;3;8;2;33.285714285714285;1564.2571428571428;37;1.6785714285714286;34.624776843580726;2021;10;16;0;4
142;33751;28090641;1;1;1;8;2017-07-03;DF;9701;0;0;1826;3;23;1;8;3;2;4;6;2;22.807692307692307;1123.8692307692306;38;2.423076923076923;31.550239301786597;2021;9;12;1;4
143;33875;28162053;1;28;1;2;2017-07-12;DF;9701;0;0;1773;2;13;2;2;3;1;1;6;0;42.46666666666667;1214.9199999999998;61;1.2;51.00625211777515;2021;9;20;0;4
144;34080;372383;19;58;0;2;2017-07-27;DF;9701;0;0;4234;1;11;3;1;5;1;0;2;0;34.166666666666664;969.15;88;1.9166666666666667;81.15305405108413;2021;9;18;0;4
145;34289;4768497;2;24;0;2;2017-07-31;DF;9701;0;0;4397;3;17;4;3;5;0;2;4;2;31.7;896.075;43;1.5;38.49999100622264;2021;5;16;1;4
146;34337;28439751;1;28;1;2;2017-08-17;DF;9701;1;0;2167;1;8;2;2;3;0;0;2;0;43.0;1231.4111111111113;79;1.7777777777777777;86.45365449187211;2021;3;23;1;4
147;34569;28590919;1;0;1;8;2017-09-06;DF;9701;0;0;1851;1;16;4;4;2;1;3;2;1;42.0;1152.4411764705883;56;1.0588235294117647;46.53556267791333;2021;9;5;0;4
148;34911;28804707;1;70;1;8;2017-10-05;DF;9701;0;0;2240;1;16;4;0;4;1;2;0;6;26.88235294117647;1188.5411764705882;50;2.235294117647059;45.93269532696726;2021;4;8;1;4
149;34962;28839972;1;93;1;2;2017-10-11;DF;9701;0;0;3148;0;12;2;2;2;2;0;4;0;27.583333333333332;1381.5833333333333;87;1.4166666666666667;100.7628752308775;2021;10;5;0;4
150;35056;28899552;1;0;1;2;2017-10-20;DF;9701;1;0;3820;1;11;2;1;4;0;1;3;1;21.083333333333332;887.8583333333335;89;1.9166666666666667;66.48096726330373;2021;10;5;0;4
151;35113;28941320;1;65;1;2;2017-10-24;DF;9701;0;0;3615;0;10;4;2;0;0;1;3;0;24.6;867.65;92;2.6;94.69417962219741;2021;4;22;1;4
152;35171;28983888;1;49;1;4;2017-11-01;DF;9701;0;0;2443;2;16;6;2;3;0;0;7;0;26.11111111111111;1093.9666666666667;57;1.5;79.30288832625084;2021;10;1;0;4
153;35263;29039101;1;58;1;2;2017-11-09;DF;9701;0;0;2847;2;19;1;7;6;1;3;3;0;31.476190476190474;997.547619047619;48;1.5238095238095237;32.3005804901398;2021;10;6;0;4
154;35382;29111208;1;60;1;2;2017-11-21;DF;9701;1;0;2061;0;9;1;2;1;1;3;0;1;33.44444444444444;1449.5;111;0.7777777777777778;97.44349324095478;2021;6;30;1;4
155;35538;3216534;3;0;0;2;2017-12-05;DF;9701;0;0;2366;1;15;3;1;4;0;2;6;0;37.125;1070.7;63;2.875;77.38773948257062;2021;9;20;0;4
156;36204;27820939;1;59;1;2;2017-05-25;DF;9701;1;0;2184;0;15;2;6;0;0;1;3;3;36.93333333333333;921.4266666666666;57;1.8666666666666667;50.947602134598114;2021;3;29;1;4
157;36277;29695055;1;45;1;2;2018-02-16;DF;9701;0;0;3881;0;10;3;1;0;1;3;1;1;42.8;1240.76;95;1.3;105.84871570918538;2021;8;21;0;3
158;36370;29751545;1;11;1;8;2018-02-22;DF;9701;0;0;2383;0;17;4;2;4;0;1;5;1;46.411764705882355;1445.3;53;1.9411764705882353;72.72677356895466;2021;7;14;1;3
159;36834;30019956;1;4;1;2;2018-03-23;DF;9701;1;0;3891;1;15;4;2;2;1;3;3;1;33.3125;769.2125;65;2.375;79.99888888117273;2021;9;27;0;3
160;37015;26295195;1;38;1;8;2016-10-05;DF;9701;0;0;3050;1;10;1;3;0;0;1;4;2;25.454545454545453;1098.090909090909;86;1.9090909090909092;72.69635479169503;2021;7;23;1;5
161;37141;30195491;1;34;1;2;2018-04-13;DF;9701;1;0;4186;0;10;2;3;1;0;0;3;1;36.4;947.54;96;1.7;57.607869832746516;2021;10;18;0;3
162;37247;30273678;1;9;1;2;2018-04-23;DF;9701;0;0;3133;2;20;5;7;4;2;2;1;1;30.5;1126.140909090909;45;1.4545454545454546;32.40419334024141;2021;10;3;0;3
163;37275;30294693;1;33;1;2;2018-04-25;DF;9701;1;0;3815;1;20;2;5;6;0;2;3;3;28.428571428571427;1178.509523809524;48;1.8571428571428572;47.79463882068783;2021;9;16;0;3
164;37399;30363616;1;98;1;2;2018-05-04;DF;9701;0;0;3068;2;11;3;4;2;0;2;2;0;35.61538461538461;912.0461538461539;64;1.6923076923076923;55.55396525501628;2021;9;13;0;3
165;37479;29178032;1;63;1;2;2017-11-30;DF;9701;1;0;3827;1;19;4;5;3;1;3;4;0;34.05;1465.1100000000001;52;2.2;57.97692730494599;2021;9;29;0;4
166;37555;27782302;1;15;1;4;2017-05-22;DF;9701;1;0;1455;1;16;3;3;4;0;1;6;0;30.647058823529413;1634.135294117647;52;2.3529411764705883;42.941821107167776;2021;7;27;1;4
167;38060;30731910;1;5;1;2;2018-06-19;DF;9701;0;0;3901;5;18;4;3;1;3;6;3;3;35.82608695652174;1117.5347826086957;39;1.7391304347826086;30.92740099380168;2021;5;30;1;3
168;38690;31086460;1;8;1;2;2018-08-01;DF;9701;1;0;2945;1;21;2;1;2;1;7;7;2;34.27272727272727;945.7181818181817;44;1.5;68.05453328863395;2021;8;25;1;3
169;38737;31105886;1;61;1;8;2018-08-03;DF;9701;0;0;3818;1;17;5;0;2;0;4;5;2;25.61111111111111;1286.85;51;1.9444444444444444;37.578153853786155;2021;8;9;1;3
170;39354;27230456;1;2;1;8;2017-03-06;DF;9701;0;0;3668;1;24;5;5;4;2;5;1;3;31.08;934.0160000000001;41;1.84;35.11466831048751;2021;9;27;0;4
171;39457;28289480;1;71;1;8;2017-07-28;DF;9701;0;0;2215;3;14;4;1;5;0;4;3;0;30.88235294117647;1605.5470588235294;62;2.3529411764705883;42.537070229977054;2021;10;17;0;4
172;39878;31748910;1;80;1;2;2018-10-11;DF;9701;1;0;2602;1;17;3;3;4;2;1;4;1;32.833333333333336;887.7166666666667;56;1.5555555555555556;38.24696654411941;2021;9;14;0;3
173;39901;31761581;1;8;1;2;2018-10-15;DF;9701;1;0;1895;2;18;4;3;5;1;5;1;1;33.95;1584.115;50;1.45;41.263426422327115;2021;10;3;0;3
174;40010;31825936;1;85;1;2;2018-10-22;DF;9701;0;0;3016;0;19;8;2;1;1;3;2;2;31.36842105263158;1257.5473684210526;53;1.1578947368421053;59.779120183192255;2021;9;7;0;3
175;40117;31888971;1;43;1;2;2018-10-29;DF;9701;1;0;2409;4;16;3;2;2;2;2;8;1;38.65;1056.675;51;2.75;40.12149139827881;2021;10;6;0;3
176;40193;10565310;13;40;0;2;2018-11-05;DF;9701;0;0;2405;2;18;3;6;3;2;4;2;0;47.35;1255.9;51;1.9;50.302739994651674;2021;10;19;0;3
177;40364;32043665;1;79;1;2;2018-11-19;DF;9701;1;0;2356;0;17;3;0;4;0;4;3;3;37.88235294117647;1056.5647058823529;56;1.8235294117647058;49.03693601511008;2021;6;30;1;3
178;40537;27840425;1;65;1;8;2017-05-29;DF;9701;0;0;3896;0;15;0;3;6;0;2;2;2;42.13333333333333;1335.5066666666667;70;1.6;84.00413012198281;2021;9;24;0;4
179;40568;32148930;1;83;1;2;2018-11-30;DF;9701;0;0;2374;4;13;2;1;5;1;4;2;2;34.0;1102.8823529411766;58;1.5294117647058822;74.64070186567112;2021;9;27;0;3
180;41006;21333974;10;58;0;2;2019-01-09;DF;9701;0;0;3101;1;10;2;1;3;1;0;3;1;40.27272727272727;1775.5636363636365;92;1.9090909090909092;90.1510399274462;2021;9;28;0;2
181;41569;32739663;1;19;1;2;2019-02-12;DF;9701;1;0;3878;1;14;5;3;0;0;3;2;2;39.13333333333333;966.2133333333334;63;1.7333333333333334;51.58789804294992;2021;6;23;1;2
182;41842;29556930;1;8;1;2;2018-01-29;DF;9701;0;0;1989;2;18;5;3;4;1;1;4;2;35.8;1069.895;46;1.95;37.259886862080904;2021;10;2;0;3
183;41962;32974277;1;1;1;2;2019-03-08;DF;9701;1;1;2495;3;18;4;3;4;0;1;8;1;33.38095238095238;1626.0238095238096;41;1.9047619047619047;32.387458992640966;2021;10;12;0;2
184;42325;33169235;1;60;1;2;2019-03-28;DF;9701;1;0;2609;3;12;2;2;5;0;2;3;1;37.46666666666667;923.48;66;1.8;54.71153480589195;2021;8;16;1;2
185;42416;33225790;1;62;1;2;2019-04-02;DF;9701;1;0;4540;1;11;2;0;4;0;4;1;1;21.5;593.1416666666667;61;1.3333333333333333;69.11913299119531;2021;8;23;1;2
186;43525;26803216;1;89;1;8;2017-01-05;DF;9701;0;0;2014;1;14;2;2;3;0;3;5;0;34.53333333333333;1330.2933333333335;49;1.6666666666666667;50.87264009469217;2021;5;3;1;4
187;43966;31525039;2;37;0;8;2019-07-08;DF;9701;0;0;3369;2;13;0;4;4;1;3;3;0;34.333333333333336;1599.3266666666668;66;1.6;63.202299105688375;2021;10;22;0;2
188;44003;34161735;1;19;1;2;2019-07-10;DF;9701;0;0;3076;1;12;2;3;2;1;3;1;1;32.38461538461539;1100.3384615384616;68;1.7692307692307692;60.76228728047978;2021;4;21;1;2
189;44064;34069582;2;65;0;2;2019-07-12;DF;9701;0;0;2754;2;26;2;5;5;1;6;8;1;34.892857142857146;1605.2892857142856;33;1.6428571428571428;41.1333606792367;2021;9;12;1;2
190;44155;34256587;1;16;1;2;2019-07-18;DF;9701;1;0;2804;1;13;4;2;1;0;3;2;2;40.5;1545.25;58;1.1428571428571428;55.86543426450858;2021;9;12;0;2
191;44506;32677330;6;17;0;2;2019-08-06;DF;9701;0;0;2849;1;18;6;6;1;0;3;2;1;38.421052631578945;1016.7894736842105;49;1.5789473684210527;45.70210168871265;2021;6;24;1;2
192;44618;4972092;57;87;0;2;2019-08-13;DF;9701;0;0;656;1;15;4;4;4;0;2;2;0;38.125;1287.5875;64;1.1875;59.555912105068685;2021;10;5;0;2
193;44850;33906047;1;78;1;2;2019-06-12;DF;9701;1;0;2765;2;15;2;4;2;0;3;5;1;31.294117647058822;1424.1176470588234;60;2.235294117647059;45.22288552270852;2021;9;3;0;2
194;45305;32677330;8;89;0;2;2019-09-17;DF;9701;0;0;3131;1;12;1;5;2;0;3;0;2;32.07692307692308;1294.3692307692306;82;1.6923076923076923;86.57398890865291;2021;10;17;0;2
195;45326;34908633;1;14;1;8;2019-09-18;DF;9701;0;0;4486;4;13;2;3;3;0;2;5;2;35.705882352941174;1170.135294117647;53;2.0588235294117645;95.97100392175753;2021;9;23;0;2
196;46165;35420720;1;90;1;8;2019-11-05;DF;9701;0;0;3382;0;17;3;4;4;1;1;2;2;32.529411764705884;1464.6647058823528;60;2.0;83.8763040137082;2021;9;16;0;2
197;46214;35455085;1;87;1;2;2019-11-08;DF;9701;0;0;3226;1;17;3;3;5;0;1;4;2;30.666666666666668;1013.2611111111112;47;1.3888888888888888;56.86814714028892;2021;6;10;1;2
198;46284;4972092;72;16;0;2;2019-11-12;DF;9701;0;0;2775;1;19;6;3;2;0;3;4;2;30.8;1555.995;49;2.15;51.13059700549666;2021;8;12;1;2
199;46958;29667436;1;10;1;2;2018-02-09;DF;9701;0;0;3638;3;16;4;2;4;0;2;5;2;32.73684210526316;1591.6000000000001;56;1.9473684210526316;33.27142398997956;2021;10;19;0;3
200;47487;36189391;1;81;1;2;2020-01-30;DF;9701;1;0;3037;1;14;4;3;4;0;0;3;1;33.733333333333334;1438.1466666666668;62;1.8;102.5450871468701;2021;7;16;1;1
201;47648;4972092;75;69;0;2;2020-02-06;DF;9701;0;0;3144;1;15;2;4;2;1;3;2;2;33.875;1437.85625;61;1.5625;47.711913257242855;2021;8;21;1;1
202;47856;6108817;5;98;0;2;2020-02-18;DF;9701;0;0;2880;0;17;5;3;2;0;3;3;1;38.23529411764706;1097.135294117647;58;1.7647058823529411;31.694833963912796;2021;10;4;0;1
203;47857;36408914;1;33;1;2;2020-02-18;DF;9701;1;0;4094;0;11;0;2;4;0;0;5;0;26.363636363636363;1226.290909090909;83;2.5454545454545454;70.48517574639365;2021;8;9;0;1
204;48076;32677330;12;65;0;2;2020-03-03;DF;9701;0;0;759;0;15;3;4;3;0;2;2;1;36.06666666666667;878.6933333333333;60;1.4;52.200799509085634;2021;10;7;0;1
205;48763;32915653;1;97;1;2;2019-02-28;DF;9701;1;0;3367;1;21;3;1;3;1;5;4;5;36.40909090909091;1643.2272727272727;47;1.5;39.29295748523529;2021;10;5;0;2
206;48816;36940084;1;90;1;2;2020-04-15;DF;9701;0;0;3123;2;16;3;5;3;0;2;5;0;28.22222222222222;1191.611111111111;58;1.3333333333333333;40.35568503790875;2021;10;4;0;1
207;48895;36975492;1;88;1;2;2020-04-21;DF;9701;1;0;4047;0;12;2;2;4;1;1;0;2;30.916666666666668;906.4583333333334;72;0.8333333333333334;65.92319598286359;2021;6;5;1;1
208;49736;37433747;1;43;1;2;2020-06-17;DF;9701;0;0;4064;1;13;3;2;4;1;0;2;2;40.92857142857143;1774.7357142857143;57;3.142857142857143;75.2335220512551;2021;2;1;1;1
209;50261;372383;24;15;0;2;2020-07-14;DF;9701;0;0;4230;3;22;7;3;2;2;2;5;4;42.88;1050.8;41;1.76;40.7374512034756;2021;10;23;0;1
210;51169;37911106;1;57;1;2;2020-07-30;DF;9701;1;0;3243;0;15;5;2;4;1;3;0;0;38.8;1129.9399999999998;66;1.6666666666666667;59.332898607289174;2021;8;16;1;1
211;51573;38477988;1;57;1;2;2020-09-16;DF;9701;1;0;4135;1;23;3;6;7;0;3;3;2;30.375;1342.6291666666666;41;2.1666666666666665;30.611598182538994;2021;9;24;0;1
212;52051;39275002;2;0;0;2;2020-10-09;DF;9701;0;0;4214;3;13;3;4;4;1;2;2;0;32.9375;860.66875;61;1.625;61.903006568519935;2021;9;20;0;1
213;53197;35173440;1;25;1;2;2019-10-14;DF;9701;0;0;3380;3;13;1;5;1;0;1;6;2;36.125;1837.93125;67;1.9375;74.12841710317456;2021;10;21;0;2
214;53423;40165843;1;62;1;2;2020-12-21;DF;9701;1;0;4271;0;24;3;8;3;1;4;4;1;32.166666666666664;904.7541666666666;42;1.5833333333333333;32.6734429657527;2021;10;24;0;1
215;54145;40582894;1;90;1;8;2021-01-27;DF;9701;0;0;4373;0;12;1;1;3;1;3;3;0;34.083333333333336;1295.5;77;2.0;81.22298660920448;2021;8;29;0;0
216;54292;40666652;1;84;1;2;2021-02-02;DF;9701;1;0;4341;2;13;2;4;1;0;3;3;2;38.06666666666667;1698.4466666666667;69;2.466666666666667;49.81455405720669;2021;10;8;0;0
217;54520;26045456;1;61;1;4;2016-08-27;DF;9701;1;1;1964;2;20;3;6;7;0;1;2;3;38.68181818181818;1128.6000000000001;42;1.8181818181818181;63.51924021547346;2021;9;2;1;5
218;55136;41112423;1;80;1;2;2021-03-05;DF;9701;1;0;4358;1;20;5;3;4;0;3;4;2;27.238095238095237;1230.895238095238;49;2.4761904761904763;46.35868311330683;2021;10;5;0;0
219;56013;41599402;1;31;1;2;2021-04-16;DF;9701;1;0;2680;3;14;1;3;3;0;0;9;1;36.64705882352941;1660.641176470588;53;1.9411764705882353;54.21423792464485;2021;10;15;0;0
220;56475;41861989;1;5;1;2;2021-05-07;DF;9701;0;0;4443;2;16;3;1;6;0;1;6;1;37.833333333333336;833.4833333333333;55;1.6111111111111112;59.97248504053935;2021;8;12;1;0
221;56687;27598699;1;90;1;2;2017-04-25;DF;9701;1;0;2165;0;14;3;3;2;0;2;4;0;38.5;971.0714285714286;65;1.4285714285714286;58.845098029743966;2021;10;10;0;4
222;56748;29526009;2;1;0;2;2019-09-03;DF;9701;1;0;4326;2;15;3;4;1;0;2;6;1;26.11764705882353;1322.9411764705883;60;1.8823529411764706;51.44277767578263;2021;10;13;0;2
223;57044;27152539;1;12;1;2;2017-02-17;DF;9701;0;0;2338;1;10;1;1;2;0;2;3;2;32.81818181818182;1369.2;95;2.6363636363636362;54.192711687089435;2021;8;24;0;4
224;57349;33053796;1;8;1;8;2019-03-18;DF;9701;0;0;2577;2;13;2;2;1;0;4;5;1;35.333333333333336;1095.1666666666667;64;1.9333333333333333;51.98297405725008;2021;8;1;1;2
225;57993;41341826;1;0;1;2;2021-03-24;DF;9701;1;0;4625;2;20;5;4;3;1;2;5;2;32.04545454545455;1384.2863636363636;46;2.1818181818181817;41.917855097365354;2021;9;25;0;0
226;58770;34533496;1;80;1;2;2019-08-14;DF;9701;1;0;2655;1;17;2;8;2;1;1;2;2;47.44444444444444;1564.35;51;1.8333333333333333;38.05377728160404;2021;9;14;0;2
227;60811;32677321;1;11;1;2;2019-02-06;DF;9701;1;0;2497;3;28;6;4;10;1;3;6;1;27.903225806451612;1367.3032258064516;27;1.4193548387096775;28.062410603668546;2021;5;12;1;2
228;60890;35642688;1;98;1;2;2019-11-27;DF;9701;1;0;3106;3;15;5;3;2;0;2;4;2;27.0;1258.5222222222224;53;2.111111111111111;59.086295461965506;2021;9;30;0;2
229;61052;40816083;1;6;1;2;2021-02-11;DF;9701;1;0;4322;3;12;3;3;2;0;3;4;0;31.8;1528.6;60;1.6666666666666667;58.16623784026088;2021;10;3;0;0
230;63831;3327191;1;99;1;2;1999-08-10;DF;9701;0;0;2203;2;16;3;6;1;0;3;4;1;33.72222222222222;1444.9111111111113;55;1.7777777777777777;50.97777519678395;2021;9;26;0;22
231;64615;3475791;1;2;1;2;1999-10-29;DF;9701;0;0;833;3;22;3;8;0;1;4;7;2;33.44;1056.952;42;1.72;40.78423919440777;2021;10;21;0;22
232;64702;3496130;1;55;1;2;1987-05-08;DF;9701;1;0;3225;1;11;4;2;2;0;1;2;1;52.666666666666664;1340.4333333333334;89;2.0833333333333335;79.76494393523845;2021;10;13;0;34
233;65967;3674152;1;68;1;2;2000-01-01;DF;9701;1;0;552;2;15;4;2;3;2;1;4;1;37.470588235294116;1181.0882352941176;59;1.588235294117647;54.94201488842579;2021;9;17;0;21
234;66282;5372055;1;46;1;2;2002-10-30;DF;9701;1;0;2011;0;15;3;3;3;1;2;2;1;35.4;1320.2733333333333;65;1.5333333333333334;60.23864106660293;2021;10;6;0;19
235;67553;683748;12;99;0;2;1999-11-22;DF;9701;0;0;3706;1;19;5;4;5;1;1;3;1;38.65;1107.79;47;1.45;54.475082616172145;2021;7;24;1;22
236;69084;5589568;1;3;1;2;2003-04-07;DF;9701;1;0;1079;1;6;1;0;1;1;2;1;1;26.285714285714285;1297.4714285714288;146;1.5714285714285714;144.60136775133063;2021;10;10;0;18
237;69197;623090;1;77;1;2;1981-04-15;DF;9701;1;0;1344;1;21;6;3;3;1;3;4;2;38.40909090909091;1108.418181818182;45;1.6818181818181819;29.54400231116898;2021;10;17;0;40
238;69395;637793;1;54;1;2;1981-08-14;DF;9701;0;0;210;1;18;5;2;5;0;4;3;0;35.94736842105263;1598.1736842105263;51;1.2105263157894737;45.4462441914743;2021;8;19;1;40
239;69399;3953506;1;3;1;2;2000-07-26;DF;9701;0;0;202;1;12;0;3;0;0;6;4;0;32.92307692307692;1036.8538461538462;71;2.0;118.73391703955342;2021;8;14;0;21
240;70253;4022249;1;59;1;2;2000-09-01;DF;9701;0;0;3645;1;13;1;3;2;1;3;3;1;32.357142857142854;1380.8642857142856;72;2.0;54.95947942528409;2021;10;14;0;21
241;70365;709873;1;78;1;2;1983-06-27;DF;9701;0;0;1033;4;18;1;4;4;0;3;6;4;31.40909090909091;1271.6818181818182;46;2.4545454545454546;37.09465737059957;2021;10;11;0;38
242;71542;2487453;1;10;1;2;1998-04-27;DF;9701;0;0;2984;1;13;1;5;1;1;2;3;1;40.92857142857143;1225.3500000000001;72;1.9285714285714286;69.26776789127142;2021;9;11;0;23
243;72117;2594745;1;51;1;2;1986-11-03;DF;9701;0;0;1190;1;11;2;1;3;0;2;4;0;38.5;1331.2;79;1.1666666666666667;90.45769752388303;2021;10;21;0;35
244;72437;6023850;1;91;1;2;2003-11-24;DF;9701;1;0;4551;2;11;2;3;3;1;1;2;1;46.15384615384615;1477.1307692307694;81;2.5384615384615383;99.74411706405992;2021;9;25;0;18
245;72438;6023883;1;31;1;2;2003-11-17;DF;9701;0;0;1831;2;23;2;4;4;0;3;11;1;35.0;1263.744;40;1.84;44.600055275252245;2021;9;8;1;18
246;73486;6172516;1;8;1;8;2004-03-11;DF;9701;0;0;240;3;9;2;2;2;0;3;3;0;33.416666666666664;1033.925;87;2.8333333333333335;73.14030443080891;2021;9;7;0;17
247;73542;6184184;1;73;1;2;2004-03-19;DF;9701;0;0;812;0;21;3;6;4;2;1;3;2;39.523809523809526;1831.3714285714286;49;2.0952380952380953;41.77137177541575;2021;10;1;0;17
248;73892;47508411;247;64;0;2;2002-05-13;DF;9701;0;0;3752;1;10;4;1;0;1;3;2;0;30.272727272727273;1140.790909090909;75;2.1818181818181817;66.90508201923079;2021;2;18;1;19
249;73898;47508411;618;80;0;2;2004-08-05;DF;9701;0;0;3744;2;14;3;1;2;2;3;4;1;31.875;1253.20625;59;1.6875;76.75224209537248;2021;8;2;1;17
250;73948;4590572;1;29;1;2;2001-07-30;DF;9701;1;0;3623;2;11;1;4;1;0;3;3;1;32.0;1174.1384615384616;80;1.6153846153846154;60.48892230997526;2021;9;5;0;20
251;75585;2918588;1;92;1;2;1999-01-06;DF;9701;0;0;3536;2;14;1;6;3;0;4;1;1;33.375;1173.8625;64;1.8125;47.41710896103033;2021;9;10;0;22
252;76410;1323420;1;71;1;2;1996-07-23;DF;9701;0;0;1224;2;19;3;6;3;0;2;5;2;37.57142857142857;1719.890476190476;48;2.238095238095238;68.59772226539305;2021;10;8;0;25
253;76459;2951182;1;1;1;2;1999-01-28;DF;9701;1;0;3596;2;17;1;1;5;0;2;9;1;23.157894736842106;1020.9368421052632;48;1.7894736842105263;39.607059166295954;2021;6;7;1;22
254;76812;3011985;1;49;1;2;1999-03-05;DF;9701;1;0;1208;1;12;3;2;5;0;0;2;1;31.53846153846154;1450.1538461538462;80;2.6923076923076925;58.77942525521438;2021;9;7;0;22
255;77033;1426557;1;51;1;2;1996-09-16;DF;9701;0;0;2698;2;21;3;4;5;0;2;6;3;31.08695652173913;1433.0086956521739;42;1.391304347826087;51.019867301906345;2021;8;1;1;25
256;77947;1591916;1;26;1;2;1985-10-17;DF;9701;1;0;593;2;14;3;3;3;1;1;2;3;32.1875;1273.5125;60;2.1875;57.81172506988141;2021;9;8;0;36
257;78061;7413546;1;13;1;4;2005-05-13;DF;9701;0;0;3507;2;16;4;4;2;1;3;3;1;41.27777777777778;1365.888888888889;55;1.9444444444444444;61.33695014660574;2021;10;1;0;16
258;78113;3255656;1;43;1;2;1999-07-05;DF;9701;0;0;683;0;18;2;1;7;1;3;4;0;35.611111111111114;953.1666666666666;52;1.8888888888888888;42.08082517906303;2021;10;2;0;22
259;78117;1610583;1;35;1;2;1986-05-16;DF;9701;1;0;4106;2;13;2;2;3;0;3;4;1;23.6;1191.4133333333334;56;1.5333333333333334;58.209859603868146;2021;3;30;1;35
260;78145;7217526;1;77;1;2;2005-02-16;DF;9701;0;0;1819;1;18;5;3;3;0;0;7;1;33.36842105263158;1472.2263157894736;48;1.4736842105263157;49.63421758782499;2021;6;24;1;16
261;79724;26496133;1;94;1;2;1990-10-02;DF;9701;0;0;1301;2;18;5;3;3;0;6;2;1;32.9;1585.455;48;1.65;51.32871632053127;2021;10;18;0;31
262;81411;7451335;1;75;1;2;2005-06-20;DF;9701;0;0;4281;1;22;4;6;4;1;2;6;0;36.04347826086956;1401.108695652174;45;1.7826086956521738;56.7414754947588;2021;10;5;0;16
263;81624;7631564;1;71;1;8;2005-09-28;DF;9701;0;0;3652;0;18;3;3;3;1;2;4;2;31.38888888888889;1293.822222222222;55;1.5;47.8545952206998;2021;9;16;0;16
264;81798;7738069;1;66;1;2;2005-12-02;DF;9701;0;0;851;0;13;2;2;1;2;2;2;2;37.0;1120.1;64;2.230769230769231;43.57146109808831;2021;4;13;1;16
265;81984;7961375;1;67;1;2;2006-04-20;DF;9701;0;0;2206;0;15;5;2;5;0;0;1;2;32.53333333333333;1338.5866666666666;57;1.6;57.22195418557747;2021;7;3;1;15
266;82095;8140087;1;4;1;2;2006-07-03;DF;9701;1;0;1192;2;20;4;3;2;2;1;8;2;30.90909090909091;1257.2681818181818;45;1.4545454545454546;53.33354591794367;2021;8;17;1;15
267;82959;7358163;1;90;1;4;2005-04-22;DF;9701;0;0;1670;1;18;2;8;2;2;0;4;1;29.94736842105263;1557.6947368421054;45;1.736842105263158;43.19625755394403;2021;9;14;0;16
268;83279;436923;1;90;1;2;1977-06-15;DF;9701;0;0;2224;2;17;3;2;5;3;1;4;1;33.78947368421053;1520.7315789473685;41;1.7894736842105263;38.519675908537515;2021;10;9;0;44
269;84021;5119385;1;24;1;2;2002-06-19;DF;9701;0;0;760;0;15;3;1;1;0;4;5;1;46.46666666666667;1072.9;63;1.5333333333333334;48.792825250423526;2021;10;20;0;19
270;84774;716993;1;0;1;2;1983-08-25;DF;9701;0;0;682;4;17;4;3;4;3;1;6;0;33.23809523809524;731.2333333333333;49;2.3333333333333335;51.356596460435334;2021;9;24;0;38
271;84901;841478;1;44;1;2;1984-06-29;DF;9701;0;0;1295;1;13;1;4;2;0;1;3;3;29.071428571428573;1102.2071428571428;75;2.5714285714285716;76.41501447928819;2021;10;23;0;37
272;86336;72646029;1;56;1;2;1995-02-23;DF;9701;0;0;3544;2;12;4;1;2;0;1;5;1;34.642857142857146;1148.0714285714287;63;2.0;60.04633319510456;2021;5;7;1;26
273;86476;372383;4;71;0;2;2004-10-08;DF;9701;0;0;4199;1;16;5;5;1;0;1;5;0;36.0;849.6117647058824;61;0.8823529411764706;32.40026764935747;2021;10;12;0;17
274;87024;36756435;1;8;1;2;1991-07-26;DF;9701;0;0;460;2;23;3;3;4;1;3;5;6;36.68;1566.4160000000002;42;2.12;49.016720503200624;2021;10;24;0;30
275;87106;6997719;1;25;1;2;2004-09-16;DF;9701;1;0;1017;0;19;2;3;2;1;2;8;1;36.526315789473685;1159.7473684210527;55;1.4210526315789473;50.01052358389984;2021;10;15;0;17
276;87250;4596379;1;3;1;4;2001-08-08;DF;9701;0;0;3546;1;11;5;2;2;0;0;3;0;29.416666666666668;1537.875;82;0.9166666666666666;60.85153318453933;2021;7;20;1;20
277;87305;2717608;1;67;1;2;1998-09-08;DF;9701;0;0;3347;0;15;1;5;5;1;1;2;0;21.866666666666667;1026.5866666666666;60;1.3333333333333333;52.97226844764906;2021;9;12;0;23
278;88013;6198916;1;84;1;2;2004-04-05;DF;9701;1;0;339;2;20;3;4;6;1;5;2;1;28.363636363636363;1187.5727272727272;47;2.4545454545454546;54.2216832061235;2021;10;7;0;17
279;88688;7917085;1;16;1;8;2006-03-20;DF;9701;0;0;3681;0;16;3;4;4;1;3;1;0;41.8125;1161.56875;60;1.375;52.87150040953591;2021;9;24;0;15
