cod_cliente;inscri_estad;cnpj_basico;cnpj_ordem;cnpj_dv;cidade;estado;bairro;cep;logradouro;num;cnae;cod_cidade;cod_praca;praca;num_regiao;regiao;lat;long;ramo_atv;nome
2159;7,81784E+11;28141713;1;94;BRASILIA;DF;AGUAS CLARAS;71950904;QS 01 RUA 210 LOTE 40 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.841.437;-48.044.014;;KRF COMERCIO DE ALIMENTOS LTDA EPP
511;7,60125E+11;15047259;1;65;BRASILIA;DF;ASA SUL;70078900;SBS QUADRA 2 BLOCO A LOTE 1 ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.799.638;-47.883.818;;INSTITUTO FENASBAC DE EXCELENCIA PROFISSIONAL S/S
3605;7,56783E+11;13334954;1;82;BRASILIA;DF;ASA NORTE;70876550;QUADRA CLN 413 BLOCO E;57;;5300108;1;ASA SUL;;;;;10;NARAINA DE MELO MARTINS KUIUMJIAN
134;7,5278E+11;11168084;1;93;BRASÍLIA;DF;ASA SUL;70200002;SCES TRECHO 2;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.817.757;-47.875.171;;BATISTA E SOUZA COMERCIAL ALIMENTOS LTDA
1042;7,51805E+11;10708707;1;0;BRASÍLIA;DF;ASA NORTE;70730513;SHCG/NORTE COMERCIO LOCAL RES QUADRA 713 BLOCO G;713;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;AROPEMBA  RESTAURANTE LTDA ME
3315;7,90191E+11;32856101;1;55;BRASILIA;DF;CRUZEIRO NOVO;70655753;SHCE/S QD 705 BL C LJ 22 CL;32;;5300108;1;ASA SUL;;;;;14;VMV COMERCIO DE BEBIDAS E PRODUTOS DE TABACARIA LTDA
1169;7,32329E+11;478800;1;12;BRASÍLIA;DF;ASA NORTE;70865550;CLN 410 BLOCO E;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-157.535;-4.788.126;;VIDAL MERCEARIA E LANCHONETE LTDA EPP
848;7,60065E+11;15159367;1;20;BRASÍLIA;DF;ASA NORTE;70722540;SHC/N CL QD 115 BL D LOJAS 16, 20, 30 TERREO LOJA;115;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;ESCAROLA E PARMA ALIMENTOS LTDA ME
298;7,68215E+11;20316814;1;47;BRASÍLIA;DF;ASA SUL;70354530;CLS 307 BLOCO C;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;STUDIO A COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE ROUPAS LTDA ME
1323;7,61659E+11;16585239;1;0;BRASÍLIA;DF;TAGUATINGA CENTRO;72011901;SETOR HOTELEIRO 1 PROJEÇAO A 1 ANDAR  LANCHONETE;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;SIMONE ROSA DE ARAÚJO ME
277;7,66846E+11;19523759;1;87;BRASÍLIA;DF;ASA NORTE;70747530;CLN 308 BLOCO C;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;CP COMERCIO DE PRODUTOS NATURAIS LTDAM ME
1508;7,76591E+11;24675419;1;1;BRASÍLIA;DF;VILA PLANALTO;70801030;3 (ACAMP TAMBORIL) NºSN;1;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;LUIZ FERNANDO CONCON LINARES
4594;10.855.299-3;42902009;1;38;FORMOSA;GO;FORMOSINHA;73813250;AVENIDA  FORMOSA;57;;5208004;10;PARA;1;BRASILIA - DF;;;20;FERREIRA E SANTOS CASA DE CARNES LTDA
1511;7,81343E+11;27876681;1;2;BRASILIA;DF;SUDOESTE;70680500;QMSW 5 ;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-1.579.495;-47.919.697;;FLAVIO OLIVEIRA AMORIM 92427820172
1173;7,52597E+11;11073022;1;6;BRASILIA;DF;GUARA II;71215650;SGCV LOTE 15;SN;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;MIRELLA SANTOS MALTA
2070;7,79268E+11;26721037;1;0;BRASILIA;DF;ASA NORTE;70744520;CLN 108 BLOCO B;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.764.877;-47.885.555;;GRANELA ALIMENTOS EIRELI
3688;7,68671E+11;20507777;1;54;BRASILIA;DF;GUARÁ II;71065360;QUADRA QE 36;LJ01;;5300108;1;ASA SUL;;;;;21;ILEZIO OLIVEIRA DE BRITO 70022151168
1767;7,83545E+11;29079669;1;0;BRASÍLIA;DF;ASA NORTE;70873540;CLN 214 BLOCO D;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-15.744.869;-4.788.656;;CAMINITO PARRILLA COMERCIO DE ALIMENTOS EIRELI ME
4078;7,94988E+11;35339470;1;69;BRASILIA;DF;ASA SUL;70350515;CRS 506 ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;22;INFINU ATIVID. COMP.COM. DE BEB. E ALIMENTOS LTDA
562;7,33196E+11;60916731;27;42;BRASÍLIA;DF;AGUAS CLARAS;71901110;QUADRA 301 A/E S/N;1;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;ASSOCIAÇÃO BRASILEIRA DE EDUCADORES LASSALISTAS
2164;7,36524E+11;1442084;1;86;BRASILIA;DF;GUARA II;71070080;QE 38 CONJUNTO H;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-1.584.695;-47.973.241;;PAIHOCA PANETTERIA E DELICATESSEN
2171;7,48724E+11;8587695;1;61;BRASILIA;DF;ASA NORTE;70856550;SCLN 408 BLOCO E;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.759.844;-4.787.905;;BASQUIA DRINKS E ALIMENTOS LTDA-ME
3765;5,82911E+11;1366303;6;8;RIBEIRAO PRETO;SP;PARQUE RESIDENCIAL CÂNDIDO PORTINARI;14093500;VIA ANHANGÜERA - DO KM 307-001 AO KM 312;S/N;;3543402;1;ASA SUL;;;;;1;BEERTECH BEBIDAS E COMESTIVEIS LTDA
1337;7,37611E+11;1986543;1;92;BRASÍLIA;DF;LAGO SUL;71625550;SHIS QI 11 BLOCO F;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;-15.835.428;-47.867.685;;E & D COMÉRCIO DE ALIMENTOS LTDA EPP
871;7,38368E+11;2109798;1;30;BRASÍLIA;DF;BRAZLANDIA;72737006;QUADRA 37 CONJUNTO F ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-156.563;-48.194.944;;COMERCIAL DE ALIMENTOS ALTO PORTE LTDA  EPP
1164;7,73565E+11;23213528;1;44;BRASÍLIA;DF;ASA SUL;71070095;QE 42 CONJUNTO I;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;CONCEICAO APARECIDA DE FREITAS 13222317100
2437;7,59394E+11;8665856;1;98;BRASILIA;DF;ASA SUL;70298000;SHCS SQ 415, BLOCO B;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;GULLAS ALIMENTOS EIRELI ME
1496;7,81512E+11;27987899;1;34;BRASÍLIA;DF;SETOR HABITACIONAL V;72006200;RUA SHVP RUA 4A BLOCO 3 MOD 39A 39A LOJA 01;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;TRAVESSA 3 COZINHA E BAR SOCIEDADE EMPRESÁRIA LIMITADA
3604;7,57918E+11;13941454;1;9;BRASILIA;DF;ASA SUL;70257540;QUADRA CLS 408 BLOCO D;1;;5300108;1;ASA SUL;;;;;5;RGJ COMERCIO DE ALIMENTOS LTDA EPP
4263;7,93312E+11;34541283;1;9;BRASILIA;DF;ZONA INDUSTRIAL;70632100;QUADRA SAAN 1 ;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;7;JENANNES PEDRO ENNES DOS SANTOS GUIMARAES
1918;7,81142E+11;27770837;1;76;BRASÍLIA;DF;SOFN ZONA INDUSTRIAL;70634200;SOFN QUADRA 2;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.747.008;-47.925.628;;SIMPLE COMERCIO VAREJISTA DE ALIMENTOS LTDA EPP
788;7,61508E+11;16369289;1;50;BRASÍLIA;DF;ASA SUL;70200650;SGAS QUADRA 605 MD 35 E 37 CANTINA ESCOLAR;605;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;RESTAURANTE OSCARITO LTDA ME
2165;7,80916E+11;27598699;1;90;BRASILIA;DF;CRUZEIRO NOVO;70655690;SHCES QUADRA 609 AREA ESPECIAL 03;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-15.792.055;-47.939.123;;MARCIO SARMENTO DA COSTA ME
4105;7,78083E+11;26039179;1;84;BRASILIA;DF;GUARA II;71060611;QE 26 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;;;;;20;SANTA CARNES EIRELI ME
4204;7,33102E+11;372383;15;24;BRASILIA;DF;JARDINS MANGUERAL;71699390;SHMA PRAÇA DE ATIVIDADES 03;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;15;DROGARIA BRASIL LTDA
1346;;17888631;1;91;BRASÍLIA;DF;ASA NORTE;70302915;ST SCS QUADRA 2 BLOCO C LOTE 164/174;164;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;ASSOCIACAO DOS FUNCIONARIOS DO HOSPITAL DA CRIANCA DE BRASIL
2386;7,8901E+11;30310504;1;79;BRASILIA;DF;ASA SUL;70610150;SCL/S QD 206 BL B LJ 2/4;2;;5300108;1;ASA SUL;1;BRASILIA - DF;;;6;MIPA CULINARIA CONSULTORIA LTDA
4140;8,00427E+11;38537998;1;30;BRASILIA;DF;VICENTE PIRES TRECHO 3;72002110;CHACARA 148 ;S/N;;5300108;7;VICENTE PIRES;1;BRASILIA - DF;;;6;CRISTIANE BRITO DE MIRANDA 82914427115
658;7,93232E+11;4972092;58;68;BRASILIA;DF;AGUAS CLARAS SUL;71940540;RUA 18 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.840.646;-48.022.355;1;GRUPO FARTURA DE HORTIFRUT S.A. - AGUAS CLARAS
1410;7,56177E+11;12966839;1;68;BRASÍLIA;DF;SETOR HABITACIONAL VICENTE PIR;72006290;ST HAB VICENTE PIRES RUA 04 CH 82 LT 03A LOJA 01 E;S/N;;5300108;7;VICENTE PIRES;1;BRASILIA - DF;;;;MAGILICE NOGUEIRA RODRIGUES ME
1045;7,49609E+11;9214060;1;81;BRASÍLIA;DF;ASA SUL;70200000;SCE/SUL TRECHO 2 CONJUNTO 36 (PARTE;1;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;MIX LIGHT COMERCIO DE ALIMENTOS LTDA
1516;7,49156E+11;9006450;1;66;BRASÍLIA;DF;JARDIM BOTÂNICO;71680380;CONDOMÍNIO BELVEDERE GREEN ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.869.609;-47.760.447;;BUNKER COMERCIO E DISTRIBUICAO LTDA  ME
3076;7,92606E+11;34161735;1;19;BRASILIA;DF;GAMA;72430100;QUADRA 1 ;S/N;;5300108;8;GAMA;1;BRASILIA - DF;;;;C JOSE DA SILVA
3726;7,7524E+11;24006427;1;65;BRASILIA;DF;ASA SUL;70237530;QUADRA CLS 403 BLOCO C;16;;5300108;1;ASA SUL;;;;;16;OSANIO DE FREITAS SANTOS EIRELI EPP
1636;7,51809E+11;8644821;10;63;BRASÍLIA;DF;ASA NORTE;70760600;ST SCR/N 712/713;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;ADV ESPORTE E SAUDE LTDA
3735;7,65128E+11;10348318;9;79;BRASILIA;DF;ASA NORTE;70702900;SHN QUADRA 1 BLOCO A;1;;5300108;1;ASA SUL;;;;;18;WINDSOR ADMINISTRACAO DE HOTEIS  E SERVICOS LTDA
3864;7,39659E+11;636729;3;10;BRASILIA;DF;AGUAS CLARAS;71909720;RUA 13 NORTE LOTE 01 E 03 LOJAS 141 E 14;1;;5300108;1;ASA SUL;;;;;8;COMERCIAL MUNIQUE DE ALIMENTOS LTDA EPP
2398;7,98166E+11;37252829;1;91;BRASILIA;DF;PLANALTINA;70000000;QD 03 CONJ.C ;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;;C & S COMER. DE ALIMENTOS LTDA
1;7,73618E+11;23230434;1;83;BRASILIA;DF;SAAN ZONA INDUSTRIAL;70632210;SAAN QUADRA 02;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.765.983;-47.937.114;;PULSO COMERCIO DE ALIMENTOS LTDA EPP
2240;7,82993E+11;28804707;1;70;BRASILIA;DF;ASA NORTE;70767520;CLN 314 BLOCO B;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;MARIANA LEAO MOREIRA EIRELE
1924;7,78687E+11;26400130;1;5;BRASÍLIA;DF;ASA SUL;70338540;CLS 302 BLOCO D ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.802.477;-47.893.172;;BRASILIA NATURAL COMERCIO VAREJISTA LTDA
4075;7,99582E+11;38026260;1;9;BRASILIA;DF;ASA NORTE;70866550;QUADRA CLN 411 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;20;NORTHUMBRIA DISTRIBUIÇÃO DE BEBIDAS LTDA
3313;07912671/001-06;33284143;1;21;BRASILIA;DF;AGUAS CLARAS NORTE;71907270;RUA MANACA LT 1 LOJA 10 NUMERO 1;1;;5300108;1;ASA SUL;;;;;19;MUGE BURGER AGUAS CLARAS COMERCIO DE ALIMENTOS LTDA
1932;7,77936E+11;25680818;1;23;BRASILIA;DF;ASA NORTE;70077900;SDN LOTE ÚNICO;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.791.709;-47.883.596;;BIOMUNDO CONJUNTO LTDA ME
1388;7,30105E+11;2703510;1;50;BRASILIA;DF;ASA SUL;70237500;Q SHC/SUL CL QUADRA 402 BLOCO B LOJA 05, 09, S/N;15;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.822.407;-48.063.039;;FRANCISCO RESTAURANTE LTDA  EPP
4487;8,06481E+11;42458095;1;31;BRASILIA;DF;SETOR HABITACIONAL VICENTE PIRES;72005750;RUA 3 CHACARA 81;S/N;;5300108;7;VICENTE PIRES;1;BRASILIA - DF;;;14;CARLO HAMBURGUERIA E PETISCARIA LTDA
4130;7,91995E+11;33819718;1;63;BRASILIA;DF;ASA NORTE;70744540;108 NORTE;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;2;INDUSTRIA E COM. DE PANF. CAND. GONTIJO LTDA
2238;;28469828;1;2;BRASILIA;DF;ASA NORTE;70866530;CLN 411 BLOCO C;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;TATHIANA GONDIM DO AMARAL
4205;7,33102E+11;372383;10;10;BRASILIA;DF;CRUZEIRO VELHO ;70658519;SHCES QUADRA 1501 COM. LOCAL;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;15;DROGARIA BRASIL LTDA
3594;7,61343E+11;15913028;1;97;BRASILIA;DF;ASA NORTE;70743540;QUADRA CLN 107 BLOCO D;43;;5300108;1;ASA SUL;;;;;19;DANTAS SORVETE & CAFE  LTDA ME
2796;7,94671E+11;35170861;1;0;BRASILIA;DF;ASA NORTE;70747530;CLN 107 BLOCO D;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;GM COM. DE ALIM. E DELIVERY LTDA
1861;7,77005E+11;24919759;1;30;BRASÍLIA;DF;ASA SUL;70384520;CLS 315 BLOCO B;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.827.458;-47.922.872;;LUDOTECA JOGOS DE TABULEIROS LTDA
2945;7,87063E+11;31086460;1;8;BRASILIA;DF;ASA SUL ;70200002;SCES TRECHO 2 ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;WH BRASIL REST. E BUFFET LTDA
842;7,69958E+11;21280526;1;42;BRASÍLIA;DF;ASA SUL;70237020;SQS 403 BLOCO B;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-1.580.943;-47.887.661;;MSB CONVENIENCIA E BEBIDAS LTDA
1791;7,61192E+11;15762485;1;28;BRASÍLIA;DF;AGUAS CLARAS NORTE;71918540;RUA 33 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-1.583.782;-48.037.001;;BISCOITOS MINEIROS AGUAS CLARAS LTDA EPP
3134;7,95378E+11;35688916;1;60;BRASILIA;DF;ASA NORTE ;70855010;QUADRA PLL SQN 407 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;;;;;;GB COMERCIO DE ALIMENTOS LTDA
3601;7,54819E+11;10599057;2;93;BRASILIA;DF;ASA NORTE;70715900;SCN QUADRA 5 BLOCO A  LJ 110W ;110;;5300108;1;ASA SUL;;;;;27;FGW COMERCIO DE BEBIDAS E ALIMENTOS LTDA ME
3503;7,76391E+11;24597078;1;1;BRASILIA;DF;SETOR DE HABITAÇÕES INDIVIDUAIS SUL;71670200;QUADRA SHIS QI 28;1;;5300108;1;ASA SUL;;;;;21;BRAGA COMERCIO DE JARNAIS EIRELI ME
1998;7,46669E+11;7390072;2;12;BRASÍLIA;DF;ASA SUL;70390140;SGAS 914;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.821.303;-47.926.136;;CANTINA PADRE JULIO CHEVALIER EIRELI 
1889;7,80369E+11;27353062;1;33;BRASÍLIA;DF;VICENTE PIRES;72002180;RUA 3;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.765.983;-47.937.114;;ENTREQUADRAS COMERCIO DE BEBIDAS E GESTAO DE ATIVOS LTDA ME
2320;7,86446E+11;30754420;1;24;BRASILIA;DF;LAGO SUL;71625550;SHIS QI 11 BLOCO F;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;;LEVÍSSIMO SALADAS & GRELHADOS
2231;7,36428E+11;28986;6;12;BRASILIA;DF;SAAN;70632300;SAAN QUADRA 3;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;ATLAS SCHINDLER LDA
4350;7,68109E+11;20167792;1;9;BRASILIA;DF;ASA NORTE;70833540;QUADRA CLN 203;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;7;SUPREN VEGANA RESTAURANTE LTDA
3612;7,77151E+11;24989795;1;70;BRASILIA;DF;ASA NORTE;70855520;QUADRA CLN 407 BLOCO B;47;;5300108;1;ASA SUL;;;;;28;APETIT NATURAL ALIMENTACAO SAUDAVEL EIRELI
984;7,68185E+11;20266801;1;0;BRASÍLIA;DF;TAGUATINGA SUL;72015000;QSB AE 7 TERREO PARTE;7;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;CANTINA MAIS SABOR
461;7,31144E+11;32930588;1;79;BRASÍLIA;DF;ASA NORTE;70835550;CLN 403 BLOCO E;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.779.913;-47.875.133;;FLOR E FRUTO COMERCIO E SERVICOS EIRELI
1135;7,77295E+11;25065339;1;5;BRASÍLIA;DF;ASA SUL;70337520;CLS 304 BLOCO B;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;FM DOCERIA LTDA
3527;7,30465E+11;742858;1;21;BRASILIA;DF;ASA SUL;70376500;QUADRA CLS 113;36;;5300108;1;ASA SUL;;;;;35;MTE YAMAGUTI - ME
3131;7,89836E+11;32677330;8;89;BRASILIA;DF;ASA NORTE ;70723500;CLN 302 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;;;;;2;PD PAES E DELICIA COM. E IND. DE PROD. DE PANIFICAÇÃO
2666;7,91886E+11;33770689;1;92;BRASILIA;DF;ÁGUAS CLARAS ;71931540;RUA 37 SUL;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;RESTAURANTE CAMARAO CANDANGO LTDA 
314;7,46416E+11;2558201;2;15;BRASÍLIA;DF;ASA NORTE;70830902;SGAN 603 MÓDULOS H/I;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;CPC COMERCIO DE ALIMENTOS EIRELI  ME
1072;7,61277E+11;15776444;1;90;BRASÍLIA;DF;ASA NORTE;70863000;SQN 211;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;JOSUEL AVILA FERREIRA 23462582100
4620;7,92277E+11;33975492;1;90;BRASILIA;DF;ASA NORTE;70862080;SQN 210 BLOCO H;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;20;MARIANA MESQUITA DOS SANTOS 01465537210
4213;7,33102E+11;372383;9;86;BRASILIA;DF;CRUZEIRO VELHO ;70640630;SETOR SRE/SUL CL ;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;15;DROGARIA BRASIL LTDA
4208;7,33102E+11;372383;21;72;BRASILIA;DF;ASA SUL;70296520;SETOR CLS QD 413 ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;15;DROGARIA BRASIL LTDA
3397;7,93756E+11;34711781;1;44;BRASILIA;DF;ASA NORTE;70715900;SCN QUADRA 05 BLOCO A LOJA 88 C 1º SUBSO;LOJA 8;;5300108;1;ASA SUL;;;;;16;BMBS COMERCIO DE ALIMENTOS EIRELI
2766;7,93497E+11;34640621;1;51;BRASILIA;DF;SANTA MARIA;72543220;QUADRA CL 213;S/N;;5300108;8;GAMA;1;BRASILIA - DF;;;;WJ - COMERCIAL DE ALIMENTOS LTDA
2124;7,63961E+11;17893970;1;66;BRASILIA;DF;LAGO SUL;71625650;SHIS CL QI 11 BLOCO P ;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;;FJ COMERCIO
4192;8,00726E+11;39275002;1;29;BRASILIA;DF;AGUAS CLARAS;71900100;CASTANHEIRAS LOTE 1060 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;7;COMPLEXO GASTRONOMICO LTDA
2305;7,69664E+11;21089162;1;18;BRASILIA;DF;SIG;70610410;SIG QUADRA 8;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;;DF COMERCIO DE ALIMENTOS LTDA
3685;7,7915E+11;26645315;1;80;BRASILIA;DF;ASA NORTE;70722510;QUADRA CLN 102 BLOCO A;56;;5300108;1;ASA SUL;;;;;5;5UINTO COMERCIO DE ALIMENTOS LTDA- EPP
2694;107086883;38030169;13;9;GOIAS;GO;JARDIM GOIAS;74810340;RUA  69;111;;5208905;10;PARA;1;BRASILIA - DF;;;;OBA JARDIM GOIAS - OBA HORTIFRUTI - COM E IMPO DE FRUTAS LTDA
4292;7,53758E+11;11786401;1;35;BRASILIA;DF;SUDOESTE;70670512;Q SHC/SW CLSW 102 BLOCO B;45.49;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;7;DONATI & ANDRADE PRODUTOS ALIMENTICIOS LTDA
4626;7,65057E+11;18494709;1;56;BRASILIA;DF;LAGO SUL;71600500;SHIS QI 05 LOTE 01 PARTE PAC 1 PARTE CONVENIENCIA;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;3;CANTINHO DU LIBANO CONVENIENCIA E EVENTOS EIRELI
1832;7,63546E+11;17642480;1;97;BRASILIA;DF;AGUAS CLARAS NORTE ;71909720;RUA 13 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.837.166;-48.019.354;;DC COMERCIO DE PRODUTOS NATURAIS LTDA ME
2325;7,32782E+11;3626397;1;10;BRASILIA;DF;ASA NORTE;70756510;SHC/NORTE CL QD 310 BL A ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;AMOR A NATUREZA PRODUTOS NATURAIS LTDA
1926;7,77258E+11;25045835;1;99;BRASILIA;DF;ASA NORTE;70712904;SCN QUADRA 2 BLOCO D;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.788.641;-47.884.334;;BIOMUNDO PRODUTOS NATURAIS SCN LIBERTY LTDA ME
2372;7,57757E+11;13875938;1;5;BRASILIA;DF;ASA NORTE;71503505;SGAN 607 BL. A SL 20;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;DELTA MEDICAL BRAS COM DE PROD HOSPITALARES LTDA
3415;10.690.825-1;27289076;2;16;VALPARAISO DE G;GO;VALPARAISO DE GOIAS;72870001;RUA  DA BR-040 S/N QD 1 LOTE 0;S/N;;5221858;1;ASA SUL;;;;;4;COSTA MULTICANAL S/A.
1146;7,44456E+11;5623976;3;4;BRASÍLIA;DF;SUDOESTE;70673006;CLSW 300A BLOCO 2;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-15.787.962;-47.915.999;;NUTRI VITAE COMERCIO E INDUSTRIA DE CONGELADOS LTDA ME
209;7,40808E+11;3696869;1;0;BRASILIA;DF;ASA NORTE;70834400;EQN 402/403;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.779.906;-4.787.448;1;BIG TRANS COMERCIAL DE ALIMENTOS SA - BIG BOX 402/403 NORTE 
3708;7,6234E+11;16955896;1;0;BRASILIA;DF;ASA SUL;70336510;QUADRA CLS 303 BLOCO A;3;;5300108;1;ASA SUL;;;;;10;BARU RESTAURANTE LTDA EPP
4317;7,97618E+11;36961661;1;20;BRASILIA;DF;SETOR HABITACIONAL JARDIM BOTANICO;71680366;CONDOMINIO PARQUE JARDIM DAS PAINEIRAS 03;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;7;JULIANO XIMENES MORBECK 02234915198
3865;7,86738E+11;30923888;1;3;BRASILIA;DF;ASA SUL;70376510;CLS 113 BLOCO A S/N LOJA 20;20;;5300108;1;ASA SUL;;;;;10;PAULICEIA DRINK'S RESTAURANTE EIRELI
4508;7,85617E+11;30317808;1;68;BRASILIA;DF;SÃO SEBASTIÃO;71693036;QUADRA 35;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;20;VM COMERCIO DE BEBIDAS E ALIMENTOS LTDA
3560;7,73623E+11;23238144;1;86;BRASILIA;DF;SUL (ÁGUAS CLARAS);71927540;AVENIDA JACARANDÁ LOTE 19;3;;5300108;1;ASA SUL;;;;;5;UNIAO SERVICOS DE BUFFET LTDA
2848;7,65222E+11;18600173;1;6;BRASILIA;DF;AGUAS CLARAS ;71919180;RUA AC 36 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;AGUAS CLARAS EXPRESS LANCHES LTDA ME
